Unnamed: 0,Название СТЕ,ОКПД-2
1392,"обучениепопрограммеповышенияквалификации""основыразработкиweb-приложений""",85.21.12.000
1393,"обучениепопрограммеповышенияквалификации""основыпрограммированияибазданных""",85.42.19.900
1394,"обучениепопрограммеповышенияквалификации""системныйадминистраторсмешанныхсетей""",85.23.11.000
1395,"обучениепопрограммеповышенияквалификации""обучениепопрограммеповышенияквалификации""linux.уровень4.интеграцияскорпоративнымирешениямиmicrosoft""",85.23.11.000
1396,"обучениепопрограммеповышенияквалификации""машинноеобучениесприменениемнейронныхсетейнаязыкепрограммированияpython(комплекснаяпрограмма)""",85.42.19.900
1397,"обучениепопрограммеповышенияквалификации""javascript.уровень5.серверноепрограммированиенаnode.js""",85.42.19.900
1398,"обучениепопрограммеповышенияквалификации""linux.уровень3.обеспечениебезопасностисистем,сервисовисетей""",85.42.19.900
1399,"обучениепопрограммеповышенияквалификации""администраторбезопасностисистем,сервисовисетейlinux(ubuntu)/windows""",85.23.11.000
1400,обучениепопрограммеcheckpointcertifiedautomationspecialistcp-ccas,85.42.19.900
1401,"обучениепопрограмме""kl002.11.6:kasperskyendpointsecurityandmanagement.базовыйкурс""",58.29.50.000
1402,"обучениепопрограмме""сертифицированныйадминистраторcheckpointr81.10""",85.42.19.900
1403,повышениеквалификациипопрограмме«администрированиеосastralinuxspecialedition.alse-1602»,58.29.11.000
1404,повышениеквалификациипопрограмме«управлениепроектаминаосновестандартаansipmi®pmbok®guidev.7»,85.42.19.900
1405,повышениеквалификациипопрограмме«управлениепроектамипостандартуpmi®–руководствуpmbok®.подготовкакэкзаменунастепеньpmp»,85.42.19.900
1406,повышениеквалификациипопрограмме«методологияипрактикауправленияпроектамиpmbok6»,85.42.19.900
1407,"повышениеквалификациипопрограмме""календарноепланированиеиконтрольпроекта(наосновеpmbokv6исиспользованиемmsproject""",63.11.13.000
1408,обучениепокурсуповышенияквалификациидк022администрированиесистемызащитыинформацииvipnet,85.42.19.900
1409,"обучениепопрограмме""основыбизнес-анализа""",85.42.19.900
1410,"обучениепопрограмме""управлениеиреинжинирингбизнес-процессов.базовыйуровень""",70.22.11.000
1411,хранениекомплексаоборудованияобразовательныхучреждений,52.10.19.900
